"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"4133","763.txt","private static String d_columnTimestamp_  = ""COLUMN_TIMESTAMP"";","private static String d_columnTimestamp_  = ""ColumnIMESTAMP"";","private static String d_columnTimestamp_  = ""ColumnIMESTAMP"";",80,80,0
"4134","764.txt","bit = _TestUtil.nextInt(random(), 127, (numWords << 6)-1); // pick a bit >= to 128, but still within range","bit = _TestUtil.nextInt(random(), 128, numWords << 6); // pick a higher bit than 128, but still within range","bit = _TestUtil.nextInt(random(), 128, numWords << 6); // pick a higher bit than 128, but still within range",352,352,0
"4135","765.txt","assertSQLState(""08006"", e);","assertSQLState(""8006"", e);","assertSQLState(""8006"", e);",196,196,0
"4136","766.txt","if (subScorer != null) {","if (subScorer != null && subScorer.nextDoc() != DocIdSetIterator.NO_MORE_DOCS) {","if (subScorer != null && subScorer.nextDoc() != DocIdSetIterator.NO_MORE_DOCS) {",161,161,0
"4137","767.txt","int numDocs = _TestUtil.nextInt(r, 1, 100*_TestUtil.getRandomMultiplier());","int numDocs = r.nextInt(100*_TestUtil.getRandomMultiplier());","int numDocs = r.nextInt(100*_TestUtil.getRandomMultiplier());",40,40,0
"4138","768.txt","if (keys != null && index != keys.length) {","if (index != keys.length) {","if (keys != null) {",190,172,1
"4139","769.txt","public static Price makePrice( ) { return new Price( ""USD"", BigDecimal.valueOf(1L), DEFAULT_TIMESTAMP ); }","public static Price makePrice( ) { return new Price( ""USD"", new BigDecimal( 1 ), DEFAULT_TIMESTAMP ); }","public static Price makePrice( ) { return new Price( ""USD"", new BigDecimal( 1 ), DEFAULT_TIMESTAMP ); }",49,49,0
"4140","77.txt","tableLengthPairs.add(new Pair<SSTableReader, Long>(table, table.onDiskLength()));","tableLengthPairs.add(new Pair<SSTableReader, Long>(table, table.length()));","tableLengthPairs.add(new Pair<SSTableReader, Long>(table, table.length()));",103,103,0
"4141","770.txt","return java.math.BigDecimal.valueOf(getLong(column));","return new java.math.BigDecimal( getInt( column ) );","return java.math.BigDecimal.valueOf(get_SMALLINT(column));",974,986,0.999999999924497
"4142","771.txt","if (""merge"".equals(trace[i].getMethodName())) {","if (""merge"".equals(trace[i])) {","if (""merge"".equals(trace[i])) {",365,365,0
"4143","772.txt","MockDirectoryWrapper dir = newMockDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",88,88,0
"4144","773.txt","BaseDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",62,62,0
"4145","774.txt","final MockDirectoryWrapper dir = newMockDirectory();","final MockDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();",40,40,0
"4146","775.txt","MockDirectoryWrapper dir = newMockDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",234,234,0
"4147","776.txt","return initIndex(random, newMockDirectory(random), initialCommit);","return initIndex(random, newDirectory(random), initialCommit);","return initIndex(random, newDirectory(random), initialCommit);",33,33,0
"4148","777.txt","final BaseDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();",38,38,0
"4149","778.txt","ex.getMessage() + rootMsg, ex);","ex.getMessage(), ex);","ex.getMessage(), ex);",533,533,0
"4150","779.txt","omitNorms, storePayloads, indexOptions, null, isIndexed && !omitNorms? Type.FIXED_INTS_8 : null);","omitNorms, storePayloads, indexOptions, null, isIndexed && !omitNorms? Type.BYTES_VAR_STRAIGHT : null);","omitNorms, storePayloads, indexOptions, null, isIndexed && !omitNorms? Type.BYTES_VAR_STRAIGHT : null);",110,110,0
"4151","78.txt","refreshLock.unlock();","refreshLock.lock();","refreshLock.lock();",197,119,1
"4152","780.txt","minCheckMs = Math.min(minCheckMs, cfs.getMemtableFlushAfterMins() * 60 * 1000);","minCheckMs = Math.min(minCheckMs, cfs.metadata.memtableFlushAfterMins * 60 * 1000);","minCheckMs = Math.min(minCheckMs, cfs.metadata.memtableFlushAfterMins * 60 * 1000);",266,266,0
"4153","781.txt","RandomIndexWriter iw = new RandomIndexWriter(random, directory, newIndexWriterConfig(TEST_VERSION_CURRENT, new MockAnalyzer(random)).setMergePolicy(newLogMergePolicy()));","RandomIndexWriter iw = new RandomIndexWriter(random, directory);","RandomIndexWriter iw = new RandomIndexWriter(random, directory);",75,75,0
"4154","782.txt","<LI> JDBC 3.0 - Java 2 - JDK 1.4, J2SE 5.0","<LI> JDBC 3.0 - Java 2 - JDK 1.4","<LI> JDBC 3.0 - Java 2 - JDK 1.4",56,56,0
"4155","783.txt","<LI> JDBC 3.0 - Java 2 - JDK 1.4, J2SE 5.0","<LI> JDBC 3.0 - Java 2 - JDK 1.4","<LI> JDBC 3.0 - Java 2 - JDK 1.4",56,56,0
"4156","784.txt","<LI> JDBC 3.0 - Java 2 - JDK 1.4, J2SE 5.0","<LI> JDBC 3.0 - Java 2 - JDK 1.4","<LI> JDBC 3.0 - Java 2 - JDK 1.4",44,44,0
"4157","785.txt","<LI> JDBC 3.0 - Java 2 - JDK 1.4, J2SE 5.0","<LI> JDBC 3.0 - Java 2 - JDK 1.4","<LI> JDBC 3.0 - Java 2 - JDK 1.4",40,40,0
"4158","786.txt","public void doPendingWrites()","void doPendingWrites()","public void run()",390,435,1
"4159","787.txt","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.iapi.services.sanity.SanityManager;",29,29,0
"4160","788.txt","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;",24,24,0
"4161","789.txt","import org.apache.derby.iapi.services.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;","import org.apache.derby.shared.common.sanity.SanityManager;",47,47,0
"4162","79.txt","return new ArrayTimSorter<Entry>(arr, ArrayUtil.<Entry>naturalComparator(), _TestUtil.nextInt(random(), 0, arr.length));","return new ArrayTimSorter<Entry>(arr, ArrayUtil.<Entry>naturalComparator(), random().nextInt(arr.length));","return new ArrayTimSorter<Entry>(arr, ArrayUtil.<Entry>naturalComparator(), random().nextInt(arr.length));",28,28,0
"4163","790.txt","int numThreads = random.nextInt(8) + 2; // between 2 and 10","int numThreads = random.nextInt(9) + 1; // between one and 10","int numThreads = random.nextInt(9) + 1; // between one and 10",100,100,0
"4164","791.txt","with a call to one of the static <code>DirectoryReader.open()</code> methods,","with a call to one of the static <code>DirectoryReader,open()</code> methods,","with a call to one of the static <code>DirectoryReader,open()</code> methods,",31,31,0
"4165","792.txt","with a call to one of the static <code>DirectoryReader.open()</code> methods,","with a call to one of the static <code>DirectoryReader,open()</code> methods,","with a call to one of the static <code>DirectoryReader,open()</code> methods,",55,55,0
"4166","793.txt","if( docsUpperBound > 0 && docsSinceCommit > docsUpperBound ) {","if( docsSinceCommit > docsUpperBound ) {","else if( docsUpperBound > 0 && (docsSinceCommit > docsUpperBound) ) {",643,607,1
"4167","794.txt","if (field == null || !field.equals(f)) {","if (!field.equals(f)) {","if (!field.equals(f)) {",322,322,0
"4168","795.txt","return FileUtils.sizeOfDirectory(new File(core.getNewIndexDir()));","return FileUtils.sizeOfDirectory(new File(core.getIndexDir()));","return FileUtils.sizeOfDirectory(new File(core.getIndexDir()));",477,477,0
"4169","796.txt","protected static final Random random = new Random(0);","protected static final Random random = new Random();","protected static final Random random = new Random();",811,811,0
"4170","797.txt","MockDirectoryWrapper dir = newMockDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",88,88,0
"4171","798.txt","BaseDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",62,62,0
"4172","799.txt","final BaseDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();",38,38,0
"4173","8.txt","super(name, false);","super(name);","super(name);",43,43,0
"4174","80.txt","public static final int BUFFER_SIZE = 32768;","public static final int BUFFER_SIZE = 1024;","public static final int BUFFER_SIZE = 1024;",28,28,0
"4175","800.txt","final MockDirectoryWrapper dir = newMockDirectory();","final MockDirectoryWrapper dir = newDirectory();","final MockDirectoryWrapper dir = newDirectory();",40,40,0
"4176","801.txt","MockDirectoryWrapper dir = newMockDirectory();","MockDirectoryWrapper dir = newDirectory();","MockDirectoryWrapper dir = newDirectory();",234,234,0
"4177","802.txt","return initIndex(random, newMockDirectory(random), initialCommit);","return initIndex(random, newDirectory(random), initialCommit);","return initIndex(random, newDirectory(random), initialCommit);",33,33,0
"4178","803.txt","xaDataSource.setDatabaseName(getShortDbName());","xaDataSource.setDatabaseName(shortDbName);","xaDataSource.setDatabaseName(shortDbName);",74,74,0
"4179","804.txt","dbtable.put(d.getDatabaseName(), d);","dbtable.put(d.dbName, d);","dbtable.put(d.dbName, d);",212,212,0
"4180","805.txt","MessageId.OBJECT_CLOSED);","MessageId.CONN_ALREADY_CLOSED);","MessageId.CONN_ALREADY_CLOSED);",34,34,0
"4181","806.txt","MessageService.getTextMessage(MessageId.OBJECT_CLOSED);","MessageService.getTextMessage(MessageId.CONN_ALREADY_CLOSED);","MessageService.getTextMessage(MessageId.CONN_ALREADY_CLOSED);",39,39,0
"4182","807.txt","String OBJECT_CLOSED                                    = ""J104"";","String CONN_ALREADY_CLOSED                              = ""J104"";","String UNKNOWN_HOST_ID                                  = ""J109"";",139,145,0.999987711650796
"4183","808.txt","solrCore.getUpdateHandler().newIndexWriter(true);","solrCore.getUpdateHandler().newIndexWriter();","solrCore.getUpdateHandler().newIndexWriter();",538,538,0
"4184","809.txt","core.getUpdateHandler().newIndexWriter(true);","core.getUpdateHandler().newIndexWriter();","core.getUpdateHandler().newIndexWriter();",890,890,0
"4185","81.txt","fullPathField.setStringValue(categoryPath.toString(delimiter, length));","fullPathField.setValue(categoryPath.toString(delimiter, length));","fullPathField.setValue(categoryPath.toString(delimiter, length));",552,552,0
"4186","810.txt","average = datum;","average = datum * weight;","average = datum * weight;",43,43,0
"4187","811.txt","String LANG_IO_EXCEPTION                                           = ""X0X63.S"";","String LANG_FILE_ERROR                                             = ""X0X63.S"";","String LANG_FILE_ERROR                                             = ""X0X63.S"";",1330,1330,0
"4188","812.txt","cardinality = Integer.parseInt(cmd.getOptionValue(""C""));","cardinality = Integer.parseInt(cmd.getOptionValue(""t""));","cardinality = Integer.parseInt(cmd.getOptionValue(""t""));",128,128,0
"4189","813.txt","assertEquals(""Wrong number of documents created by source!"",5,n);","assertEquals(""Wrong number of documents created by osurce!"",5,n);","assertEquals(""Wrong number of documents created by osurce!"",5,n);",392,392,0
"4190","814.txt","(str.getBytes(""US-ASCII""));","(str.getBytes());","(str.getBytes());",561,561,0
"4191","815.txt","testCache(new SimpleLRUCache<Integer,Object>(n), n);","testCache(new SimpleLRUCache(n), n);","testCache(new SimpleLRUCache(n), n);",24,24,0
"4192","816.txt","if (si.getHasVectors()) { // open term vector files only as needed","if (fieldInfos.hasVectors()) { // open term vector files only as needed","if (fieldInfos.hasVectors()) { // open term vector files only as needed",303,303,0
"4193","817.txt","throw LoadError.errorWritingData(iex);","throw LoadError.errorWritingData();","throw LoadError.errorWritingData();",57,57,0
"4194","818.txt","CFMetaData.applyImplicitDefaults(cf_def);","oldCfm.apply(cf_def);","CFMetaData.validateMemtableSettings(cf_def);",700,829,1
"4195","819.txt","Thread.sleep(_TestUtil.nextInt(random, 10, 500));","Thread.sleep(500);","Thread.sleep(500);",853,853,0
"4196","82.txt","idField.setStringValue(""""+i);","idField.setValue(""""+i);","idField.setValue(""""+i);",84,84,0
"4197","820.txt","iClob = new TemporaryClob(embStmt);","iClob = new TemporaryClob(embCon.getDBName(), embStmt);","iClob = new TemporaryClob(embCon.getDBName(), embStmt);",58,58,0
"4198","821.txt","iClob = new TemporaryClob(embStmt);","iClob = new TemporaryClob(embCon.getDBName(), embStmt);","iClob = new TemporaryClob(embCon.getDBName(), embStmt);",56,56,0
"4199","822.txt","JDBC.assertSingleValueResultSet(ps.executeQuery(), null);","JDBC.assertSingleValueResultSet(ps.executeQuery(), ""11:00:00"");","JDBC.assertSingleValueResultSet(ps.executeQuery(), ""42"");",575,343,1
"4200","823.txt","if (cnt > 20) break;","if (cnt > 10) break;","if (cnt > 10) break;",1319,1319,0
"4201","824.txt","final LineFileDocs docs = new LineFileDocs(random, defaultCodecSupportsDocValues());","final LineFileDocs docs = new LineFileDocs(random);","final LineFileDocs docs = new LineFileDocs(random);",521,521,0
"4202","825.txt","final LineFileDocs docs = new LineFileDocs(random, defaultCodecSupportsDocValues());","final LineFileDocs docs = new LineFileDocs(random);","final LineFileDocs docs = new LineFileDocs(random);",37,37,0
"4203","826.txt","final LineFileDocs docs = new LineFileDocs(random, defaultCodecSupportsDocValues());","final LineFileDocs docs = new LineFileDocs(random);","final LineFileDocs docs = new LineFileDocs(random);",54,54,0
"4204","827.txt","final LineFileDocs docs = new LineFileDocs(random, defaultCodecSupportsDocValues());","final LineFileDocs docs = new LineFileDocs(random);","final LineFileDocs docs = new LineFileDocs(random);",62,62,0
"4205","828.txt","final LineFileDocs docs = new LineFileDocs(random, defaultCodecSupportsDocValues());","final LineFileDocs docs = new LineFileDocs(random);","final LineFileDocs docs = new LineFileDocs(random);",1097,1097,0
"4206","829.txt","String type = (entry.getType() == null) ? getType(name) : entry.getType();","String type = getType(name);","String type = null;",160,241,1
"4207","83.txt","field.setStringValue(df.format(i));","field.setValue(df.format(i));","field.setValue(df.format(i));",60,60,0
"4208","830.txt","@Test @Ignore(""Please fix me!"")","@Test","@Test",349,110,1
"4209","831.txt","bufIn.readUTF();","String key = bufIn.readUTF();","bufIn.readInt();",120,122,0.964027580075817
"4210","832.txt","@Test","@Test         x","@Test         x",73,73,0
"4211","833.txt","Comparator<IColumn> comparator = QueryFilter.getColumnComparator(getComparator());","Comparator<IColumn> comparator = filter.getColumnComparator(getComparator());","Comparator<IColumn> comparator = filter.getColumnComparator(getComparator());",799,799,0
