"","File","Query","SolutionStr","MySolutionStr"
"1038","9323.txt","System.out.println(""CPContainer INIT - reentering access to project container: [""+affectedProject.getElementName()+""] "" + containerPath + "" during its initialization, will see previous value: ""+ previousContainer); //$NON-NLS-1$ //$NON-NLS-2$ //$NON-NLS-3$","System.out.println(""CPContainer INIT - reentering access to project container: [""+affectedProject.getElementName()+""] "" + containerPath + "" during its initialization, will see previous value: ""+ previousContainer); //$NON-NLS-1$ //$NON-NLS-2$","System.out.println(""CPContainer INIT - triggering initialization of: [""+project.getElementName()+""] "" + containerPath + "" using initializer: ""+ initializer); //$NON-NLS-1$ //$NON-NLS-2$//$NON-NLS-3$"
"1039","9340.txt","return true;","return isCloseable(part);","return false;"
"1040","9350.txt","if (referenceType != null && !referenceType.isReifiable()) {","if (referenceType != null && (referenceType.isBoundParameterizedType() || referenceType.isGenericType() || referenceType.isTypeVariable())) {","if (referenceType != null) {"
"1041","9351.txt","assertEquals((Object) null, (Object) null);","assertEquals(null, null);","assertEquals(new Object(), new Object());"
"1042","9363.txt","import org.eclipse.jdt.core.compiler.IProblem;","import org.eclipse.jdt.internal.compiler.Compiler;","import org.eclipse.jdt.internal.compiler.problem.*;"
"1043","9367.txt","private static final String XML_DTD_DECLARATION = ""<!DOCTYPE compiler PUBLIC \""-//Eclipse.org//DTD Eclipse JDT 3.2.003 Compiler//EN\"" \""http://www.eclipse.org/jdt/core/compiler_32_003.dtd\"">""; //$NON-NLS-1$","private static final String XML_DTD_DECLARATION = ""<!DOCTYPE compiler PUBLIC \""-//Eclipse.org//DTD Eclipse JDT 3.2.002 Compiler//EN\"" \""http://www.eclipse.org/jdt/core/compiler_32_003.dtd\"">""; //$NON-NLS-1$","private static final String EXTRA_PROBLEMS = ""extra_problems""; //$NON-NLS-1$"
"1044","937.txt","cmd.createArgument().setPath(classpath);","cmd.createArgument().setPath(javac.getClasspath());","cmd.createArgument().setPath(bootcp);"
"1045","9370.txt","res = new dnsResolver();","res = new dnsResolver(""localhost"");","res = new dnsResolver(server);"
"1046","9373.txt","((CodeSnippetCodeStream)codeStream).generateObjectWrapperForType(binding.parameters[i]);","codeStream.generateObjectWrapperForType(binding.parameters[i]);","((CodeSnippetCodeStream) codeStream).generateEmulationForMethod(currentScope, binding);"
"1047","9375.txt","setVisible(true);","show();","setLocationRelativeTo(view);"
"1048","9391.txt","} else if (isCompact()) {","} else if ((mode & ClassFileBytesDisassembler.COMPACT) != 0) {","if (isCompact()) {"
"1049","9398.txt","if (newPersp != null && workbench.hasIntroDescriptor()) {","if (workbench.hasIntroDescriptor()) {","if (newPersp != null) {"
"1050","9408.txt","return NonExternalizedString;","return AssertUsedAsAnIdentifier;","case (int) NonExternalizedString :"
"1051","9409.txt","return flowInfo.mergedWith(assertInfo.nullInfoLessUnconditionalCopy());","return flowInfo.addInitializationsFrom(assertInfo.nullInfoLessUnconditionalCopy());","return flowInfo.mergedWith(assertInfo.nullInfoLessUnconditionalCopy())."
"1052","9415.txt","if ((optionValue = optionsMap.get(OPTION_PerformDiscouragedReferenceCheck)) != null) {","if ((optionValue = optionsMap.get(OPTION_PerformForbiddenReferenceCheck)) != null) {","if ((optionValue = optionsMap.get(OPTION_PerformForbiddenReferenceCheck)) != null) {"
"1053","942.txt","//XXX                }","}","//XXX                removeOldPromiscuousListener ="
"1054","9421.txt","if (!method.equals(""""))","if (method != null)","if (testCase.equals(""""))"
"1055","9427.txt","else if (keyword.equals(""secondary""))","if (keyword.equals(""secondary""))","else if (keyword.equals(""key""))"
"1056","9443.txt","this.number_of_empty_lines_to_preserve = Integer.MAX_VALUE;","this.number_of_empty_lines_to_preserve = 9999; // TODO (olivier) Integer.MAX_VALUE ?","this.number_of_empty_lines_to_preserve = 0;"
"1057","9445.txt","if (obj instanceof MModelElement)","if (obj instanceof MModelElementImpl)","if (obj instanceof MModelElement) {"
"1058","9450.txt","setVisible(true);","show();","setResizable(false);"
"1059","9451.txt","writeShortAt(int i, int pos) {","writeShortAt(int i, int pos) throws IllegalArgumentException {","writeShort(int i) {"
"1060","9453.txt","if (DEBUG) System.err.println(""remove""); //$NON-NLS-1$","if (DEBUG || true) System.err.println(""remove""); //$NON-NLS-1$","if (DEBUG) System.err.println(""add""); //$NON-NLS-1$"
"1061","9455.txt","escapeMementoName(buff, fParameterTypes[i]);","buff.append(fParameterTypes[i]);","escapeMementoName(buff, getElementName());"
"1062","9469.txt","public void windowOpened(WindowEvent evt)","public void windowActivated(WindowEvent evt)","public void windowClosing(WindowEvent evt)"
"1063","9470.txt","this.typeBinding = this.environment.convertToRawType(this.typeBinding);","this.typeBinding = this.environment.createRawType((ReferenceBinding) this.typeBinding, this.typeBinding.enclosingType());","this.typeBinding = this.environment.createParameterizedType(this.genericType, arguments, enclosing);"
"1064","9499.txt","return viewSite.getRegisteredName();","return descriptor.getLabel();","return viewSite.getPage();"
"1065","952.txt","""Cluster stub compiler error: cluster configuration not supported for method : ""","""Cluster stub compiler error: type not supported for method :\n""","""Cluster stub compiler error: no configuration found for method :\n"""
"1066","9529.txt","init();","updateGradient();","Font oldTabFont = getTabFolder().getControl().getFont();"
"1067","9536.txt","&lt;log4j:eventSet xmlns:log4j=""http://jakarta.apache.org/log4j/""&gt;","&lt;log4j:eventSet xmlns:log4j=""http://jakarta.apache.org/log4j""&gt;","&lt;/log4j:eventSet&gt;"
"1068","9552.txt","LOG.severe(""Error loading local header cache!"");","LOG.severe(e.getMessage());","LOG.fine(""saving header-cache="" + headerFile);"
"1069","9561.txt","System.getProperties().put( installSysProp, home );","System.setProperty( installSysProp, home );","System.getProperties().put( homeSysProp, install );"
"1070","9572.txt","menuMgr.add(new Action(ProgressMessages.getString(""ProgressView.ToggleWindowMessage"")){ //$NON-NLS-1$","menuMgr.add(new Action(""&Toggle Floating Window""){","menuMgr.add(new Action(ProgressMessages.getString(""ProgressView.VerboseAction""), IAction.AS_CHECK_BOX) { //$NON-NLS-1$"
"1071","958.txt","sourceTypes,//sourceTypes[0] is always toplevel here","sourceTypes,","sourceEnd,"
"1072","9588.txt","@deprecated Has been replaced by {@link org.apache.log4j.rolling.RollingFileAppender RollingFileAppender}","* @deprecated Has been replaced by {@link org.apache.log4j.rolling.RollingFileAppender RollingFileAppender}","Instantiate a <code>DailyRollingFileAppender</code> and open the"
"1073","9604.txt","return CategorizedProblem.CAT_RESTRICTION;","return CategorizedProblem.CAT_BUILDPATH;","return CategorizedProblem.CAT_DEPRECATION;"
"1074","9607.txt","return null;","return this.resolvedType;","return allocationType;"
"1075","9623.txt","return name;","return KeyFormatterFactory.getFormalKeyFormatter().format(this);","return false;"
"1076","9627.txt","scope.problemReporter().autoboxing(this, compileTimeType, scope.environment().computeBoxingType(boxedType));","scope.problemReporter().autoboxing(this, compileTimeType, runtimeTimeType);","scope.problemReporter().autoboxing(this, compileTimeType, runtimeTimeType);"
"1077","9636.txt","char[] mainTypeName = Util.getNameWithoutJavaLikeExtension(fileName).toCharArray();","char[] mainTypeName = fileName.substring(0, fileName.length()-5).toCharArray(); //TODO (jerome) should not hardcode extension length","return Util.concatWith(pkg.names, simpleName, '.').toCharArray();"
"1078","9640.txt","//	System.out.println(""JspLoader12: "" + className + "" "" + pd );","Object pd = options.getProtectionDomain();","return jspS.doLoadJSP( name, classpath, isErrorPage, req, res );"
"1079","9644.txt","WorkbenchPlugin.log(""Could not open intro"", new Status(IStatus.ERROR, WorkbenchPlugin.PI_WORKBENCH, IStatus.ERROR, ""Could not open intro"", e));	//$NON-NLS-1$ //$NON-NLS-2$","WorkbenchPlugin.log(IntroMessages.getString(""Intro.could_not_show_part""), new Status(IStatus.ERROR, WorkbenchPlugin.PI_WORKBENCH, IStatus.ERROR, IntroMessages.getString(""Intro.could_not_show_part""), e));//$NON-NLS-1$ //$NON-NLS-2$","WorkbenchPlugin.log(IntroMessages.getString(""Intro.could_not_create_part""), new Status(IStatus.ERROR, WorkbenchPlugin.PI_WORKBENCH, IStatus.ERROR, IntroMessages.getString(""Intro.could_not_create_part""), e)); //$NON-NLS-1$ //$NON-NLS-2$"
"1080","9646.txt","wbw.getPageComposite().update();","wbw.getShell().update();","wbw.getPageComposite().setRedraw(true);"
"1081","9661.txt","} else if (token.equals(""noEffectAssign"")) { //$NON-NLS-1$","} else if (token.equals(""noOpAssign"")) { //$NON-NLS-1$","} else if (token.equals(""nls"")) { //$NON-NLS-1$"
"1082","9666.txt","public ImageIcon getIcon() {","public ImageIcon getCollapsedIcon() {","public ImageIcon getExpandedIcon() {"
"1083","9677.txt","return """";","return null;","return -1;"
"1084","9683.txt","// UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _eventName);","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _eventName);","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _eventName);"
"1085","9687.txt","return browser.isInitialized();","return true;","return this;"
"1086","9704.txt","if(buffer != null && !buffer.isTemporary())","if(!buffer.isTemporary())","if(buffer == null)"
"1087","9705.txt","if (path.segmentCount() == 1) {","if (!org.eclipse.jdt.internal.compiler.util.Util.isArchiveFileName(path.lastSegment())) {","if (pkgFragment == null) {"
"1088","9720.txt","if (!this.compilationResult.hasSyntaxError()) checkUnusedImports();","checkUnusedImports();","this.compilationResult = compilationResult;"
"1089","9735.txt","return this.expressionType = binding.type;","return binding.type;","return;"
"1090","9781.txt","if (flags.getDeleted()) result = true;","if (flags.getExpunged()) result = true;","if (flags.getDraft()) result = true;"
"1091","9786.txt","case 0: return "" "";","case 0: return "" ""+jEdit.getProperty(""install-plugins.info.install"");","case 0: return Boolean.class;"
"1092","9791.txt","if (flowInfo.cannotBeDefinitelyNullOrNonNull(local)) {","if (flowInfo.isPotentiallyUnknown(local)) {","if (flowInfo.isPotentiallyNull(local)) {"
"1093","9797.txt","if(OperatingSystem.isDOSDerived() || OperatingSystem.isMacOS())","if(osName.indexOf(""Windows"") != -1 || osName.indexOf(""Mac"") != -1)","String osName = System.getProperty(""os.name"");"
"1094","9804.txt","null,","ImageLoader.getSmallImageIcon(""extern_edit_small.png""),","null,"
"1095","9809.txt","super(workbenchPage.getWorkbenchWindow().getShell());","super(null);","public DetachedWindow(WorkbenchPage workbenchPage) {"
"1096","981.txt","// UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _propertySetName);","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _propertySetName);","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, _propertySetName);"
"1097","9810.txt","fNode= new DOMImport(fDocument, sourceRange, importName, onDemand); // TODO (olivier) DOM import should reflect static nature","fNode= new DOMImport(fDocument, sourceRange, importName, onDemand); // TODO: (olivier) DOM import should reflect static nature","fNode= new DOMPackage(fDocument, sourceRange, CharOperation.charToString(name));"
"1098","9822.txt","scope.problemReporter().needImplementation(); //TODO (philippe) should improve local emulation failure reporting","scope.problemReporter().needImplementation(); //TODO: (philippe) should improve local emulation failure reporting","scope.problemReporter().noSuchEnclosingInstance((ReferenceBinding)target, invocationSite, true);"
"1099","983.txt","gm.addEdge(_edge);","gm.addNodeRelatedEdges(gm.getSourcePort(_edge));","return gm.canAddEdge(target);"
"1100","9835.txt","return this.registeredParticipants = NO_PARTICIPANTS;","return null;","return this.registeredParticipants;"
"1101","9836.txt","if (pathInput != null && pathInput.getPath() != null) {","if (pathInput != null) {","if (pathInput != null) {"
"1102","984.txt","{""button.add-operation"", ""Äîáàâèòü îïåðàöèþ"" },","{""Add Operation"", ""Äîáàâèòü îïåðàöèþ"" },","{""button.add-attribute"", ""Äîáàâèòü àòðèáóò"" },"
"1103","9848.txt","eachNotifier.addFailedAssumption(e);","// do nothing: same as passing (for 4.5; may change in 4.6)","eachNotifier.addFailure(e);"
"1104","9852.txt","public Pattern(String p) {","Pattern(String p) {","public Pattern() {"
"1105","9864.txt","zf.close();","//if( debug > 0 ) log( ""Searching "" + file + "" "" + name );","r.zipFile.close();"
"1106","9903.txt","ProgressManager.getInstance().refreshGroup(this);","ProgressManager.getInstance().addGroup(this);","ProgressManager.getInstance().removeGroup(this);"
"1107","9907.txt","list.add(index, item);","list.set(index, item);","list.add(item);"
"1108","9916.txt","if (index == 0 || taskEntries.size() == 0) {","if (index == 0) {","if (index >= taskEntries.size()) {// Is it new?"
"1109","9918.txt","// file.addSeparator();","file.addSeparator();","file.addSeparator();"
"1110","992.txt","if( idx >= 0 )","if( idx > 0 )","if( idx >= 0  )"
"1111","9920.txt","""org.apache.tomcat.modules.config.WorkDirSetup"",","""org.apache.tomcat.context.WorkDirInterceptor"",","""org.apache.tomcat.modules.config.ServerXmlInterceptor"","
"1112","9926.txt","addField(new UMLComboBox2(this, new UMLParameterTypeComboBoxModel(this), ActionSetParameterType.SINGLETON),0,1,0);","addField(new UMLTypeComboBox(this),0,1,0);","addField(new UMLComboBoxNavigator(this, Argo.localize(""UMLMenu"", ""tooltip.nav-stereo""),stereotypeBox),2,0,0);"
"1113","9931.txt","if ( node != null ) setNode(node);","setNode(node);","if (parent == null)"
"1114","9938.txt","// UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, getEventName());","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, getEventName());","UmlModelEventPump.getPump().removeModelEventListener(this, (MBase)_target, getEventName());"
