"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"8625","7799.txt","Source source = getDataStorageInstance().getMessageSource(newUid);","Source source = getDataStorageInstance().getFileSource(newUid);","Source source = getDataStorageInstance().getFileSource(newUid);",482,482,0
"8626","78.txt","return ""NewBuilderType(""/*nonNLS*/ + fNewTSEntry.getType().getName() + "")""/*nonNLS*/;","return ""NewBuilderType("" + fNewTSEntry.getType().getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$","return ""NewBuilderType("" + fNewTSEntry.getType().getName() + "")""; //$NON-NLS-1$ //$NON-NLS-2$",51,51,0
"8627","780.txt","this.pkgName = key; // decode into the pkg name, see matchesDecodedKey()","this.pkgName = key; // decode into the pkg name, see matchesDecodedPattern()","this.pkgName = null;",43,29,0.999999999998617
"8628","7800.txt","protected void toStringInfo(int tab, StringBuffer buffer, Object info, boolean showResolvedInfo) {","protected void toStringInfo(int tab, StringBuffer buffer, Object info) {","protected void toStringInfo(int tab, StringBuffer buffer, Object info) {",104,104,0
"8629","7801.txt","return ""indexing ""/*nonNLS*/ + resource.getName();","return ""indexing "" + resource.getName();","return ""indexing "" + resource.getName();",72,72,0
"8630","7802.txt","throw new IOException(""Parse error: invalid type '"" + s + ""'"");","throw new IOException(""Parse error"");","throw new IOException(""Parse error"");",176,176,0
"8631","7803.txt","clazz = ""org.apache.log4j.joran.JoranConfigurator"";","clazz = ""org.apache.log4j.xml.DOMConfigurator"";","clazz = ""org.apache.log4j.xml.DOMConfigurator"";",517,517,0
"8632","7804.txt","import org.apache.tomcat.util.depend.*;","import org.apache.tomcat.depend.*;","import org.apache.tomcat.depend.*;",67,67,0
"8633","7805.txt","public int elementSize; // number of elements in the table","int elementSize; // number of elements in the table","int elementSize; // number of elements in the table",22,22,0
"8634","7806.txt","ILabelDecorator decorator;","private ILabelDecorator decorator;","private ILabelDecorator decorator;",29,29,0
"8635","7807.txt","viewer, Policy.DEBUG_SHOW_SYSTEM_JOBS);","viewer, !Policy.DEBUG_SHOW_SYSTEM_JOBS);","viewer, !Policy.DEBUG_SHOW_SYSTEM_JOBS);",131,131,0
"8636","7808.txt","monitor","monitor == null ? null : new SubProgressMonitor(monitor, 95)","monitor == null ? null : new SubProgressMonitor(monitor, 95)",89,89,0
"8637","7809.txt","return new NameEnvironmentAnswer(new SourceFile(fullSourceName, className, packageName));","return new NameEnvironmentAnswer(new SourceFile(fullSourceName, packageName));","return new NameEnvironmentAnswer(new SourceFile(fullSourceName, packageName));",50,50,0
"8638","781.txt","public final static String SELECTED_BROWSER = ""selected_browser"";","public final static String USE_SYSTEM_DEFAULT_BROWSER = ""use_system_default_browser"";","public final static String SORTED_BOOL = ""sorted"";",86,64,1
"8639","7810.txt","String fileName = new String(binaryType.getFileName()); // file name is used to recreate the Java element, so it has to be the .class file name","String fileName = type.sourceFileName(binaryType);","// (if it is a working copy, the source can change between the parse and the AST convertion)",689,677,0.999999999924497
"8640","7811.txt","byte[] rrToWire(Compression c, int index) throws IOException {","byte[] rrToWire(Compression c) throws IOException {","byte[] rrToWire(Compression c) throws IOException {",55,55,0
"8641","7812.txt","if (rcode == Rcode.NXDOMAIN || soa != null || ns == null)","if (soa != null || ns == null) {","if (rcode == Rcode.NXDOMAIN)",683,692,0.999999969540041
"8642","7813.txt","if (!""java"".equalsIgnoreCase(extension) && !""class"".equalsIgnoreCase(extension)) { //$NON-NLS-1$ //$NON-NLS-2$","if (!""java""/*nonNLS*/.equalsIgnoreCase(extension) && !""class""/*nonNLS*/.equalsIgnoreCase(extension)) {","if (!""java""/*nonNLS*/.equalsIgnoreCase(extension) && !""class""/*nonNLS*/.equalsIgnoreCase(extension)) {",46,46,0
"8643","7814.txt","if (commentString.indexOf(""@deprecated""/*nonNLS*/) >= 0) {","if (commentString.indexOf(""@deprecated"") >= 0) { //$NON-NLS-1$","if (commentString.indexOf(""@deprecated"") >= 0) { //$NON-NLS-1$",284,284,0
"8644","7815.txt","IPackageFragment[] frags= ((JavaProject) project).getPackageFragmentsInRoots(fPackageFragmentRoots);","IPackageFragment[] frags= ((JavaProject) project).getAllPackageFragments();","IPackageFragment[] frags= ((JavaProject) project).getAllPackageFragments();",116,116,0
"8645","7816.txt","if (pane != null && pane.getControl() != null) {","if (pane != null) {","if (pane != null && pane.getControl() != null)",594,2353,1
"8646","7817.txt","localeElements.add(Element.create(element));","localeElements.add(element);","localeElements.add(element);",130,130,0
"8647","7818.txt","getTypeBinding(scope);","getTypeBinding(scope.parent); // step up from the ClassScope","getTypeBinding(scope.parent); // step up from the ClassScope",29,29,0
"8648","7819.txt","this.bindingTables.bindingKeysToBindings.put(key, typeBinding);","this.bindingKeysToAstNodes.put(key, type);","this.bindingTables.bindingKeysToBindings.put(key, methodBinding);",1160,548,1
"8649","782.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",12,12,0
"8650","7820.txt","oldFlags.setRecent(false);","oldFlags.setRecent(true);","oldFlags.setSeen(false);",69,68,0.761594155955765
"8651","7821.txt","//setDisplayText("""");","setDisplayText("""");","setDisplayText("""");",109,109,0
"8652","7822.txt","if (!this.binding.isConstantValue() || this.binding.constant == null) {","if (!this.binding.isConstantValue()) {","if (!this.binding.isConstantValue()) {",192,192,0
"8653","7823.txt","if ((this == DeadEnd) || (this.isFakeReachable))","if (this == DeadEnd)","if (this == DeadEnd)",236,32,1
"8654","7824.txt","return new NameEnvironmentAnswer(new SourceFile(fullSourceName, packageName));","return new NameEnvironmentAnswer(new SourceFile(fullSourceName));","return new NameEnvironmentAnswer(new SourceFile(fullSourceName));",50,50,0
"8655","7825.txt","|| ((TabBehaviour)Tweaklets.get(TabBehaviour.KEY)).alwaysShowPinAction();","|| ((TabBehaviour)Tweaklets.get(TabBehaviour.class)).alwaysShowPinAction();","|| ((TabBehaviour)Tweaklets.get(TabBehaviour.class)).alwaysShowPinAction();",153,153,0
"8656","7826.txt","public Image getImage() {","protected Image getImage() {","protected Image getImage() {",77,77,0
"8657","7827.txt","int length, DataByteInputStream in, Compression c)","int length, CountedDataInputStream in, Compression c)","int length, CountedDataInputStream in, Compression c)",28,28,0
"8658","7828.txt","if ((s[2] & 0x3) != 0)","if ((s[2] & 0xF) != 0)","if ((s[2] & 0xF) != 0)",120,120,0
"8659","7829.txt","each.testAssumptionInvalid(description, e);","each.testAssumptionFailed(description, e);","each.testAssumptionFailed(description, e);",167,167,0
"8660","783.txt","return ""(null)""/*nonNLS*/ + null ; }","return ""(null)"" + null ; } //$NON-NLS-1$","return ""(null)"" + null ; } //$NON-NLS-1$",20,20,0
"8661","7830.txt","&& ((IPluginContribution) desc).getPluginId() != null;","&& ((IPluginContribution) desc).fromPlugin();","&& ((IPluginContribution) desc).fromPlugin();",66,66,0
"8662","7831.txt","throw new IllegalArgumentException(""Repetition count must be >= 0"");","throw new IllegalArgumentException(""Repetition count must be > 0"");","throw new IllegalArgumentException(""Repetition count must be > 0"");",16,16,0
"8663","7832.txt","public static final int DEFAULT_PORT = 4560;","static final int DEFAULT_PORT = 4560;","static final int DEFAULT_PORT = 4560;",101,101,0
"8664","7833.txt","if (!FileUtil.isAbsolute(docBase))","if (!(new File(docBase)).isAbsolute())","if (!(new File(docBase)).isAbsolute())",97,97,0
"8665","7834.txt","if (taskString == null || taskString.length() == 0) {","if (taskString == null) {","if (taskString == null) {",515,515,0
"8666","7835.txt","<p>This method calls all the appenders inherited from the","<p>This method always calls all the appenders inherited form the","<p>This method always calls all the appenders inherited form the",233,233,0
"8667","7836.txt","dnsHINFORecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsHINFORecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsHINFORecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",32,32,0
"8668","7837.txt","readRegistry(Platform.getExtensionRegistry(), PlatformUI.PLUGIN_ID, extensionPoint);","readRegistry(Platform.getPluginRegistry(), PlatformUI.PLUGIN_ID, extensionPoint);","readRegistry(Platform.getPluginRegistry(), PlatformUI.PLUGIN_ID, extensionPoint);",100,100,0
"8669","7838.txt","addElement(((MModelElement)getTarget()).getNamespace());","addElement(getTarget().getNamespace());","addElement(getTarget().getNamespace());",52,52,0
"8670","7839.txt","beginTask(Util.bind(""workingCopy.commit""), 2); //$NON-NLS-1$","beginTask(Util.bind(""workingCopy.commit""/*nonNLS*/), 2);","beginTask(Util.bind(""workingCopy.commit""/*nonNLS*/), 2);",89,89,0
"8671","784.txt","public IContactItem get(Object uid) {","public ContactItem get(Object uid) {","public ContactItem get(Object uid) {",41,41,0
"8672","7840.txt","import org.frapuccino.iconpanel.IconPanel;","import org.frappucino.iconpanel.IconPanel;","import org.frappucino.iconpanel.IconPanel;",28,28,0
"8673","7841.txt","super(tabName, NO_ICON);","super(tabName);","super(tabName);",55,55,0
"8674","7842.txt","Category.getDefaultHierarchy().enable(Level.WARN);","Category.getDefaultHierarchy().disableInfo();","Category.getDefaultHierarchy().disableInfo();",131,131,0
"8675","7843.txt","if (method.bodyStart > position + 1)","if (method.bodyStart > position)","if (method.bodyStart > position)",299,299,0
"8676","7844.txt","m = g + (d - g) / 2;","m = (g + d) / 2;","m = (g + d) / 2;",368,368,0
"8677","7845.txt","String str = ""ExtendedStringLiteral{""/*nonNLS*/+ new String(source) +""}""/*nonNLS*/;","String str = ""ExtendedStringLiteral{""+ new String(source) +""}""; //$NON-NLS-2$ //$NON-NLS-1$","String str = ""ExtendedStringLiteral{""+ new String(source) +""}""; //$NON-NLS-2$ //$NON-NLS-1$",49,49,0
"8678","7846.txt","return CharOperation.NO_STRINGS;","return new String[0];","return CharOperation.NO_CHAR_CHAR;",2218,1972,1
"8679","7847.txt","import org.eclipse.ui.statushandlers.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;","import org.eclipse.ui.statushandling.StatusManager;",22,22,0
"8680","7848.txt","if (!(binding instanceof TypeBinding)) {","if (binding instanceof ProblemReferenceBinding) {","if (binding instanceof ProblemBinding) {",470,234,1
"8681","7849.txt","Class psClass = GetTCLAction.getContextClassLoader().loadClass(className);","Class psClass = Thread.currentThread().getContextClassLoader().loadClass(className);","Class psClass = Thread.currentThread().getContextClassLoader().loadClass(className);",47,47,0
"8682","785.txt","protected static boolean isString(Object o) {","public static boolean isString(Object o) {","public static boolean isString(Object o) {",913,913,0
"8683","7850.txt","if (cu.isPrimary()) return this;","if (cu.owner == DefaultWorkingCopyOwner.PRIMARY) return this;","if (cu.owner == DefaultWorkingCopyOwner.PRIMARY) return this;",102,102,0
"8684","7851.txt","IGroupModelPartial groupPartial = new GroupModelPartial(folder.getId(), group","IGroupModelPartial groupPartial = new GroupPartial(folder.getId(), group","IGroupModelPartial groupPartial = new GroupPartial(folder.getId(), group",34,34,0
"8685","7852.txt","public static final String version = ""1.0 Milestone M2"";","public static final String version = ""1.0 Milestone M2 Release Candidate"";","public static final String version = ""1.0 Milestone M2 Release Candidate"";",35,35,0
"8686","7853.txt","tabWidth = Integer.parseInt((String) options.get(DefaultCodeFormatterConstants.FORMATTER_INDENTATION_SIZE));","tabWidth = Integer.parseInt((String) options.get(DefaultCodeFormatterConstants.FORMATTER_TAB_LENGTH));","tabWidth = Integer.parseInt((String) options.get(DefaultCodeFormatterConstants.FORMATTER_TAB_LENGTH));",123,123,0
"8687","7854.txt","newState.recordLocationForType(qualifiedTypeName, sourceLocation);","newState.locationForType(qualifiedTypeName, sourceLocation);","newState.locationForType(qualifiedTypeName, sourceLocation);",125,125,0
"8688","7855.txt","localType.enclosingCase = null;","localType.switchCase = null;","localType.switchCase = null;",104,104,0
"8689","7856.txt","private ActionDeleteFromDiagram() { super(""Delete From Diagram""); }","private ActionDeleteFromDiagram() { super(""Remove From Diagram""); }","private ActionDeleteFromDiagram() { super(""Remove From Diagram""); }",51,51,0
"8690","7857.txt","recordSimpleReference(typeDecl.name); // needed to detect collision cases","recordReference(currentPackageName, typeDecl.name); // needed to detect collision cases","recordReference(currentPackageName, typeDecl.name); // needed to detect collision cases",116,116,0
"8691","7858.txt","public class ReplyToAllCommandTest extends AbstractComposerTst {","public class ReplyToAllCommandTest extends AbstractComposerTestCase {","public class ReplyToAllCommandTest extends AbstractComposerTestCase {",33,33,0
"8692","7859.txt","public class SuperTypeReferencePattern extends SearchPattern implements IIndexConstants {","public class SuperTypeReferencePattern extends SearchPattern {","public class SuperTypeReferencePattern extends SearchPattern {",20,20,0
"8693","786.txt","private int timeoutValue = 10 * 1000;","private int timeoutValue = 60 * 1000;","private int timeoutValue = 60 * 1000;",34,34,0
"8694","7860.txt","indexOut= new SafeRandomAccessFile(this.indexFile, ""rw""); //$NON-NLS-1$","indexOut= new SafeRandomAccessFile(this.indexFile, ""rw""/*nonNLS*/);","indexOut= new SafeRandomAccessFile(this.indexFile, ""rw""/*nonNLS*/);",155,155,0
"8695","7861.txt","|| getPackage().isViewedAsDeprecated();","|| (getPackage().getAnnotationTagBits() & TagBits.AnnotationDeprecated) != 0;","|| (getPackage().getAnnotationTagBits() & TagBits.AnnotationDeprecated) != 0;",1178,1178,0
"8696","7862.txt","import javax.swing.*;","import com.sun.java.swing.*;","import com.sun.java.swing.*;",33,33,0
"8697","7863.txt","asyncAppender.activateOptions();","asyncAppender.activate();","asyncAppender.activate();",45,45,0
"8698","7864.txt","if (locals0 == null || locals0.tag != VerificationTypeInfo.ITEM_UNINITIALIZED_THIS) {","if (locals0.tag != VerificationTypeInfo.ITEM_UNINITIALIZED_THIS) {","if (locals0.tag != VerificationTypeInfo.ITEM_UNINITIALIZED_THIS) {",4507,4507,0
"8699","7865.txt","Filter filter = FilterList.createDefaultFilter();","Filter filter = FilterList.createEmptyFilter();","Filter filter = FilterList.createEmptyFilter();",433,433,0
"8700","7866.txt","super(false, true, null, null, null, null, null, null, null, null, R_PATTERN_MATCH);","super(false, true, null, PATTERN_MATCH, false, null, null, null, null, null, null, null);","super(false, true, null, PATTERN_MATCH, false, null, null, null, null, null, null, null);",24,24,0
"8701","7867.txt","import org.jboss.persistence.schema.AbstractType;","import org.jboss.cmp.schema.AbstractType;","import org.jboss.cmp.schema.AbstractType;",12,12,0
